"id","Completed","Last page seen","Start language","0001","0002","0003","0004","0005 [S05A1]","0005 [S05A2]","0005 [S05A3]","0005 [S05A4]","0005 [other]","0006","0007","0008","0009 [SQ1]","0009 [SQ2]","0009 [SQ3]","0009 [SQ4]","0009 [Ax]","0009 [other]","0010","0011 [SQ001]","0011 [SQ002]","0011 [SQ003]","0011 [SQ004]","0012","0013","0014 [SQ001]","0014 [SQ002]","0014 [SQ003]","0014 [SQ004]","0014 [SQ005]","0015","0016 [SQ001]","0016 [SQ002]","0016 [SQ003]","0016 [SQ004]","0016 [SQ005]","0016 [SQ006]","0017","0018","0019 [SQ001]","0019 [SQ002]","0019 [SQ003]","0020","0021 [SQ001]","0021 [SQ002]","0021 [SQ003]","0021 [SQ004]","0021 [SQ005]","0021 [SQ006]","0021 [SQ007]","0021 [SQ008]","0021 [SQ009]","0022 [SQ001]","0022 [SQ002]","0022 [SQ003]","0022 [SQ004]","0022 [SQ005]","0022 [SQ006]","0022 [SQ007]","0022 [SQ008]","0022 [SQ009]","0023"
"101","2012-05-08 03:21:48","7","en","Male","33","Year 3","No","No","No","No","No","I COMPLETED THE INTRO COURSE IN GROUP PSYCHOTHERAPY","","Yes","Yes","No","Yes","No","Yes","No","","I believe that psychotherapy shares an equal part of basic treatment and therefore can\'t be excluded. Even if patient can be treated only with pharmacotherapy, psychotherapeutic approach provides additional help and can speed up the healing process or simply ease that process to both patient and therapeutist.   
Considering the differences in effectiveness of pharmacotherapy such extra effect is not only welcome but should be intrinsic. 
In my opinion every psychiatrist should have some basic knowledge of all (or major) psychotherapeutic approaches, and should, upon personal choice (or depending on main structure of patients treating), complete and perform some type (or types) of psychotherapy.","Uncertain","Uncertain","Uncertain","Uncertain","Unsure","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy, Group Psychotherapy","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","State / 3rd party pays","I don't have it","Yes","0","Strongly Disagree","Disagree","Strongly Disagree","","Uncertain","Uncertain","No","Uncertain","No","No","Uncertain","No","No","Yes","Uncertain","Uncertain","Uncertain","Uncertain","No","Uncertain","Uncertain","Uncertain",""
"102","2012-05-08 16:14:27","7","en","Female","43","I have recently finished training (within last 5 years)","Yes","No","Yes","No","No","","cognitive behavioural psychoth. in the past and transaction psychoth. now","Yes","Yes","No","Yes","No","No","No","TA","","Yes","Uncertain","Uncertain","Yes","Unsure","CBT,GROUP PSYCH.","0","0","1","0","0","","I pay","I don't have it","I pay","I don't have it","It is FREE","I don't have it","Yes","500","Disagree","Neutral","Disagree","","Yes","Yes","Uncertain","Yes","Uncertain","Yes","Yes","","Yes","Yes","Yes","Uncertain","Yes","Uncertain","Uncertain","Yes","Uncertain","Yes",""
"103","2012-05-11 16:09:28","7","en","Male","35","I have recently finished training (within last 5 years)","Yes","No","Yes","No","No","","Cognitive behavioural psichotherapy, Group analytic psichotherapy","Yes","Yes","Yes","Yes","No","Yes","No","","","No","No","No","No","No","Cognitive behavioural therapy, Psychodynamic psychotherapy (both very limited due to very few psychiatrists / psychologists practicing it)","0","0","0","0","1","A group supervision of the therapeutic team","State / 3rd party pays","I don't have it","I don't have it","I don't have it","State / 3rd party pays","I pay","Yes","12","Disagree","Strongly Disagree","Strongly Disagree","","No","No","No","No","No","No","No","No","No","Yes","No","No","No","No","No","Yes","No","No","In my first two years of trainig in psychiatry, I had absolutely no information about psychotherapy, neither my colleagues encouraged me to obtain infomration and where to obtain it. Based on my own interest I started reading about psychotherapy, searchiong information and eventually started training in psychotherapy, which was completely up to me and I had to find all the informations abour different modalities myself. Also I did not have a possibility to practice psychotherapy during working hours, as other work responsibilities were the priority. So far, although already a specialist in psychiatry, I have only managed to finish first levels in two modalities and do not have time to start practicing with patients on a regular basis, as there is a shortage of physicians.
Another problem is more of a systemic nature - there are several formal and informal training programmes available, provided by different institutions, but there is now country-based criteria about what every trainig should consist of. Most institutions, that provide trainig in psychotherapy don\'t guarantee a state-recognised diploma and only few of them provide the title \""psychotherapist\"". For the past 10-15 years the government has been preparing an act about psychotherapy, the purpose of which would be to regulate and unify the criteria for trainig in psychotherapy and gainig the title. So far, nothing has happened, the consequence being, that there are many therapists of different modalities and training (and of different basic professions), but there is not a state-official institution regulating them."
"104","2012-05-14 07:57:11","7","en","Female","35","I have recently finished training (within last 5 years)","Yes","No","No","Yes","No","","","Yes","Yes","Yes","No","Yes","No","No","","","No","No","No","No","No","none","0","0","0","0","1","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","20","Neutral","Neutral","Strongly Disagree","","Yes","Yes","No","Uncertain","No","No","No","No","No","Yes","Yes","No","Uncertain","No","No","No","No","Uncertain",""
"105","2012-05-14 06:22:29","7","en","Female","30","Year 4","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","No","No","No","","","Yes","Uncertain","No","No","No","Group psyhotherapy
Counselling
Cognitive behavioral therapy","0","0","0","0","0","","I pay","I don't have it","I don't have it","I don't have it","It is FREE","It is FREE","Yes","0","Disagree","Neutral","Strongly Disagree","","","","","","","","","","","Yes","Uncertain","Uncertain","Yes","Uncertain","Yes","Yes","No","No",""
"106","2012-05-14 07:08:32","7","en","Female","40","I have recently finished training (within last 5 years)","No","No","Yes","No","No","","Cognitive behavioral therapy","Yes","Yes","Yes","Yes","No","No","No","","I think psychotherapeutic knowledge is a must in psychiatry, needed for work in all settings.","Yes","No","No","No","Yes","Cognitive Behavioural Therapy, suportive therapy","0","0","0","2","0","","State / 3rd party pays","I pay","I pay","It is FREE","I don't have it","I don't have it","Yes","1","Strongly Disagree","Disagree","Strongly Disagree","","No","No","Yes","Yes","Yes","Yes","Yes","Uncertain","","No","No","Yes","No","No","No","Uncertain","No","No",""
"107","2012-05-14 10:18:17","7","en","Male","52","I have recently finished training (within last 5 years)","No","No","No","No","Yes","","Gestalt Therapy","Yes","Yes","No","No","No","No","No","Gestalt Therapy","Psychotherapy is very, very important part of the psihiatrist\'s everyday\'s work. Almost 90% of our patients need at least a part of psychotherapy support. If you use that, basic psychotherapy, your patients\'ll have lower doze of their medications. ...
Of course, you\'ll not do the full psychotherapeutic intervention and therapy at your everyday\'s working place. You\'ll do it afterwards, at the individual or group therapy. ...","Uncertain","No","No","No","No","I don\'t know.","2","3","9","0","0","","I pay","I pay","I pay","I don't have it","I pay","I pay","Yes","5","Neutral","Neutral","Neutral","","","","","","","","","","","","","","","","","","","",""
"108","2012-05-14 14:52:43","7","en","Female","28","Year 2","No","No","No","Yes","No","","","Yes","Yes","No","Yes","Yes","No","No","","I think Psychotherapy is very important for every Psychiatrist. And I think we should have basic courses of different types of Psychotherapy during our residency. So we can decide which Psychotherapy we prefer and would like to do in our work. And residents who dont like to do Psychotherapy they would have some basic knowledge of it. 
In Slovenia we dont get knowledge of Psychotherapy during our basic education in Psychiatry...we just learn about Psychopatology, Psychopharmacology...and if we would like to have knowlegde of Psychotherapy we have to learn on our own.","No","No","No","No","No","Cognitive Behavioural Therapy","0","0","0","0","5","I regularly talk about patients and their treatment with my mentor. We discuss how to motivate them for cooperation, and taking medicines.","I pay","I pay","I pay","I don't have it","It is FREE","I pay","Yes","20","Strongly Disagree","Agree","Strongly Disagree","","No","Yes","No","Yes","No","Yes","Yes","No","No","No","Yes","No","Yes","No","Yes","Yes","No","No","I think this research is very interesting and hope that some things about education would change. And hope that Psychotherapy would be more accessible for residents in our country."
"109","2012-05-14 16:27:01","7","en","Female","33","Year 1","Yes","No","Yes","No","No","","Psychodynamic Psychotherapy
Cognitive Behavioural Therapy","Yes","Yes","Yes","No","No","No","No","","Psychotherapy has been forgoten for few years now in our country. I belive that psychoterapy is very important for understanding our patients and to treat them more integrative. As we know, the most effective treatement is combination psichopharmacology and psychotherapy. I think that knolege about psychotherapy should be included in regular program of speciality of psichiatry.","No","Yes","No","No","No","Psychodynymic Psychotherapy, Family and Marital Therapy, Group Psychotherapy","0","0","0","0","2","General talking about training, eventual troubles, questions etc. with our mentore","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","15","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","","","","","","","","","No","No","No","Uncertain","Uncertain","No","No","No","No",""
"110","2012-05-15 05:55:11","7","en","Female","30","Year 2","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","Yes","Uncertain","Yes","Uncertain","Yes","group, behaviour, confrontation","0","1","0","0","0","","I pay","I don't have it","It is FREE","I don't have it","It is FREE","It is FREE","Yes","10","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"111","2012-05-15 10:54:41","7","en","Female","33","I have recently finished training (within last 5 years)","No","No","Yes","No","No","","Psychodynamic psychotherapy, cognitive behavioural therapy","Yes","Yes","Yes","Yes","No","Yes","No","","","No","No","No","No","No","Psychodynamic psychotherapy, cognitive behavioural psychotherapy, family and marital therapy, group psychotherapy","0","1","0","0","0","","I pay","I don't have it","I pay","I don't have it","It is FREE","I don't have it","Yes","0","Strongly Disagree","Disagree","Strongly Disagree","","No","No","No","No","No","No","No","No","No","No","No","No","Yes","No","No","Yes","No","No",""
"112","2012-05-16 12:06:03","7","en","Female","26","Year 1","No","No","No","Yes","No","","","Yes","Yes","No","Yes","Yes","No","No","","","Yes","Uncertain","Uncertain","Uncertain","Unsure","Group, family, interpersonal therapy, therapeutic community","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Strongly Disagree","Strongly Disagree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"113","2012-05-19 17:02:58","7","en","Male","30","Year 3","No","No","No","Yes","No","","","Yes","Yes","No","Yes","No","No","No","","I\'m ineterested in CBT because of it\'s wide range of indications and growing evidence for it\'s application in psychosis.","No","Uncertain","No","No","No","CBT
Family
Psychodynamic Psychotherapy
?","3","0","0","0","0","","I pay","I pay","I pay","I don't have it","I pay","I don't have it","Yes","15","Disagree","Disagree","Strongly Disagree","","No","Yes","Uncertain","Yes","Yes","Yes","Yes","Uncertain","Uncertain","No","Yes","Uncertain","Yes","Uncertain","Uncertain","Yes","Uncertain","No",""
"114","2012-05-22 03:39:05","7","en","Female","38","I have recently finished training (within last 5 years)","No","No","No","Yes","No","","","No","No","No","Yes","No","No","No","","I think that psychotherapy is important, but I am not very much interested in psychotherapy.","Uncertain","Yes","Yes","No","No","psychoanalysis, dynamic psychotherapy, group psychotherapy, family and marital therapy","0","0","0","0","0","","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Strongly Disagree","Strongly Disagree","Strongly Disagree","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",""
"115","","0","en","Female","36","I have recently finished training (within last 5 years)","N/A","No","Yes","No","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"116","2012-05-22 15:16:09","7","en","Female","30","Year 1","Yes","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","Bichevioral, group therapy, support, psychodynamic (unsure)","0","0","0","0","0","","I pay","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","15","Strongly Disagree","Strongly Disagree","Strongly Disagree","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","","","","",""
"117","2012-05-22 16:07:32","7","en","Male","26","Year 1","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","No","No","No","","I do think that psychotherapy should constitue an essential part of the training in Psychiatry.","Yes","No","Uncertain","No","No","Psychodynamic Psychotherapy, Family and Marital Therapy, Counselling, Group Psychotherapy, Therapeutic Community","0","0","0","0","0","","It is FREE","I don't have it","It is FREE","I don't have it","I don't have it","I don't have it","Yes","10","Strongly Disagree","Disagree","Strongly Disagree","","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No","No",""
"118","2012-05-29 06:15:07","7","en","Female","27","Year 1","No","No","No","Yes","No","","","Yes","Yes","No","No","Yes","No","No","","Psychotherapy training is in my opinion an essential part of the psychiatric education. Even if you do not practise it later separately, it provides you with knowledge and technical skills you need to use in you everyday psychiatric practice.","No","No","No","No","No","Cognitive Behavioural Therapy, Family and Marital Therapy, Interpersonal Therapy, Counselling, Group Psychotherapy,","6","3","1","2","6","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","5","Neutral","Disagree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"119","2012-05-29 06:43:44","7","en","Female","33","Year 2","Yes","No","Yes","No","No","","Transactional analysis","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","Uncertain","No","No","Group, psychodynamic","6","5","1","0","0","","I pay","I pay","I pay","I pay","It is FREE","It is FREE","Yes","10","Disagree","Disagree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"120","2012-05-29 07:32:18","7","en","Female","49","Year 1","No","No","No","Yes","No","","","Yes","Yes","No","Yes","No","Yes","No","","very,very important...","Yes","No","Yes","Uncertain","Yes","I dont know,but I whant to learn cognitive behavioural therapy","0","0","0","0","0","","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Disagree","Neutral","Neutral","","Yes","No","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","","Yes","Yes","","Yes",""
"121","","4","en","Female","40","I have recently finished training (within last 5 years)","No","No","Yes","No","No","","cognitive behavioural therapy","Yes","Yes","No","Yes","Yes","No","No","","","Yes","No","No","No","No","psychodynamic psychotherapy, cognitive behavioural, counselling, group psychotherapy","0","7","5","0","0","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"122","","1","en","Female","30","Year 2","No","No","No","Yes","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"123","2012-05-29 11:08:55","7","en","Female","28","Year 3","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","Cognitive Behavioural Therapy, Group Psychotherapy,","0","0","0","0","0","","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Disagree","Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"124","2012-05-29 14:14:53","7","en","Male","26","Year 1","No","No","No","Yes","No","","","Yes","Yes","Yes","No","Yes","No","No","","","Yes","Uncertain","Yes","No","Yes","Cognitive Behavioural, Group Psychotherapy.","0","0","0","0","0","","I don't have it","It is FREE","It is FREE","I don't have it","It is FREE","It is FREE","Yes","0","Agree","Disagree","Neutral","","","","","","","","","","","","","","","","","","","",""
"125","2012-05-30 11:29:20","7","en","Male","27","Year 1","No","No","No","Yes","No","","","Yes","Yes","Yes","Yes","No","No","No","","I think practicing psychiatry without the knowledge on psychotherapy is like limping on one leg. It is very important.","Yes","No","No","No","No","Counseling. Other modatities as well, but am not sure which ones.","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I don't have it","Yes","0","Strongly Disagree","Disagree","Disagree","","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain","Uncertain",""
"126","2012-05-30 11:53:16","7","en","Female","47","Year 5","No","Yes","No","No","No","","CBT","Yes","Yes","Yes","Yes","No","No","No","","","Yes","Yes","Yes","No","No","Psychodynamic Psychotherapy, Cognitive Behavioural Therapy","0","0","0","0","0","","I pay","I pay","I pay","I pay","I pay","I pay","Yes","0","Agree","Agree","Agree","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","",""
"127","","2","en","Female","32","Year 2","Yes","No","No","Yes","No","","","Yes","Yes","Yes","Yes","Yes","Yes","No","","","No","No","No","No","No","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"128","","0","en","N/A","","","N/A","No","No","No","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
"129","2012-07-21 12:41:37","7","en","Female","49","Year 1","Yes","No","No","Yes","No","","","Yes","Yes","Yes","No","No","No","No","","","Yes","Uncertain","Uncertain","Uncertain","No","counselling, group psychotherapy","0","0","0","0","0","","State / 3rd party pays","I don't have it","I don't have it","I don't have it","I don't have it","I pay","Yes","0","Disagree","Disagree","Disagree","","","","","","","","","","","","","","","","","","","",""
"130","2012-07-21 17:08:36","7","en","Female","31","Year 3","No","No","Yes","No","No","","CBT","Yes","Yes","No","Yes","Yes","No","No","","","Yes","No","Yes","Uncertain","Unsure","CBT","0","0","5","0","0","","State / 3rd party pays","I don't have it","I pay","I don't have it","I don't have it","I don't have it","Yes","1","Agree","Agree","Strongly Disagree","","","","","","","","","","","","","","","","","","","",""
"131","","0","en","N/A","","","N/A","No","No","No","No","","","N/A","N/A","No","No","No","No","No","","","","","","","","","","","","","","","","","","","","","N/A","","","","","","","","","","","","","","","","","","","","","","","",""
